team,G,wins,losses,win_pct,SRS,SOS,Unnamed: 8_level_1,wins,losses,Unnamed: 11_level_1,wins,losses,Unnamed: 14_level_1,wins,losses,Unnamed: 17_level_1,Tm.,Opp.,Unnamed: 20_level_1,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,year
West Virginia,34,19,15,.559,15.95,10.89,,7,11,,13,4,,3,8,,2583,2411,,69.6,108.8,.394,.363,.557,52.0,50.1,9.6,8.6,.515,16.0,34.0,.292,2023
Xavier,37,27,10,.730,16.03,9.16,,15,5,,15,2,,7,4,,2995,2741,,72.0,112.1,.314,.312,.578,53.9,63.6,8.8,7.9,.552,15.0,30.7,.223,2023
Akron,35,24,11,.686,2.77,-2.08,,13,5,,13,1,,7,6,,2577,2316,,66.9,109.6,.318,.428,.555,53.0,49.7,8.4,8.0,.523,14.5,30.6,.231,2024
Alabama,37,25,12,.676,20.69,11.80,,13,5,,14,2,,5,5,,3335,3006,,73.9,121.1,.353,.465,.599,52.6,51.7,9.3,11.0,.563,13.6,35.0,.273,2024
Arizona,36,27,9,.750,24.54,9.45,,15,5,,15,1,,7,4,,3137,2594,,73.3,116.8,.364,.334,.576,56.6,59.2,11.2,9.5,.545,13.6,35.6,.261,2024
Auburn,35,27,8,.771,22.46,7.66,,13,5,,15,1,,5,5,,2909,2391,,70.9,117.2,.383,.375,.580,52.3,61.6,10.4,15.9,.542,13.0,32.9,.287,2024
Baylor,35,24,11,.686,19.50,10.71,,11,7,,15,2,,4,5,,2814,2489,,66.8,117.8,.395,.386,.592,54.6,53.2,9.9,8.6,.558,15.0,35.8,.289,2024
Boise State,33,22,11,.667,13.31,7.35,,13,5,,13,3,,7,3,,2479,2221,,66.9,111.4,.359,.397,.554,55.6,47.1,8.5,6.8,.516,14.1,34.1,.264,2024
Brigham Young,34,23,11,.676,19.33,7.86,,10,8,,16,2,,3,7,,2768,2378,,69.9,116.4,.254,.504,.573,54.2,63.4,8.5,7.6,.548,13.1,32.8,.188,2024
Clemson,36,24,12,.667,16.20,10.04,,11,9,,12,4,,6,6,,2785,2563,,67.8,113.4,.307,.399,.575,51.6,53.8,6.7,10.9,.539,13.0,27.2,.240,2024
Colgate,35,25,10,.714,-0.31,-5.55,,16,2,,13,3,,10,5,,2498,2242,,66.4,107.5,.273,.383,.559,51.9,56.6,9.8,10.1,.538,14.1,25.3,.186,2024
College of Charleston,35,27,8,.771,4.09,-2.38,,15,3,,13,2,,10,2,,2832,2575,,70.4,114.6,.275,.471,.550,53.1,53.3,8.9,8.1,.522,11.9,33.6,.198,2024
Colorado,37,26,11,.703,15.95,8.36,,13,7,,16,1,,4,7,,2935,2654,,69.0,113.8,.351,.306,.593,55.0,57.2,8.6,5.5,.554,15.9,31.9,.275,2024
Colorado State,36,25,11,.694,13.40,7.28,,10,8,,15,2,,4,7,,2707,2422,,66.7,111.9,.317,.386,.581,50.5,66.1,9.3,8.4,.549,13.9,25.0,.239,2024
Connecticut,40,37,3,.925,26.70,8.70,,18,2,,16,0,,9,3,,3256,2536,,66.0,123.3,.319,.402,.597,56.3,63.6,9.3,14.2,.569,12.3,36.7,.237,2024
Creighton,35,25,10,.714,20.07,9.53,,14,6,,14,2,,8,5,,2815,2446,,67.6,116.2,.247,.485,.600,53.1,57.9,5.5,8.5,.573,13.7,26.1,.194,2024
Dayton,33,25,8,.758,13.45,5.73,,14,4,,15,0,,6,5,,2448,2193,,64.8,114.1,.367,.443,.595,50.6,58.1,8.5,11.1,.563,14.3,26.3,.272,2024
Drake,35,28,7,.800,11.08,1.84,,16,4,,16,0,,6,5,,2797,2463,,68.4,113.9,.328,.394,.582,51.2,56.4,9.2,4.6,.549,12.3,24.2,.247,2024
Duke,36,27,9,.750,20.67,8.36,,15,5,,15,3,,7,4,,2830,2387,,67.1,117.1,.343,.375,.576,53.7,54.9,9.7,9.8,.546,12.4,32.1,.248,2024
Duquesne,37,25,12,.676,7.35,4.68,,10,8,,13,4,,5,6,,2611,2467,,66.9,105.5,.323,.389,.536,50.4,54.0,11.2,12.6,.503,15.1,30.5,.232,2024
Florida,36,24,12,.667,15.17,8.81,,11,7,,14,1,,3,7,,3080,2851,,73.1,115.1,.384,.345,.554,54.1,50.7,9.0,12.1,.518,13.1,37.3,.275,2024
Florida Atlantic,34,25,9,.735,13.26,4.61,,14,4,,13,1,,5,5,,2789,2495,,69.1,116.2,.349,.391,.577,52.8,50.9,10.2,7.8,.547,13.8,33.4,.251,2024
Gonzaga,35,27,8,.771,17.93,4.02,,14,2,,13,2,,8,2,,2959,2420,,69.8,121.1,.305,.312,.598,55.0,52.2,9.5,9.8,.574,12.1,33.9,.220,2024
Grambling,36,21,15,.583,-9.63,-5.48,,14,4,,9,3,,7,9,,2436,2506,,66.9,100.1,.384,.280,.527,49.0,41.2,10.9,8.6,.487,17.0,29.8,.272,2024
Grand Canyon,35,30,5,.857,10.45,-0.52,,17,3,,16,0,,8,3,,2769,2346,,69.8,112.9,.450,.363,.568,53.1,45.9,11.8,14.3,.521,15.0,34.4,.337,2024
Houston,37,32,5,.865,25.69,9.80,,15,3,,17,0,,7,3,,2720,2132,,64.1,113.6,.308,.368,.531,52.3,49.3,15.1,16.0,.503,11.4,36.8,.211,2024
Howard,35,18,17,.514,-8.69,-8.02,,9,5,,9,4,,6,9,,2623,2600,,69.4,106.5,.418,.392,.566,52.8,55.9,8.6,7.2,.522,18.9,34.4,.314,2024
Illinois,38,29,9,.763,19.56,9.54,,14,6,,15,3,,6,5,,3168,2787,,70.1,118.2,.371,.385,.572,55.2,45.8,6.2,8.2,.536,12.6,35.6,.273,2024
Iowa State,37,29,8,.784,22.30,8.51,,13,5,,18,0,,5,5,,2787,2277,,67.9,110.9,.354,.317,.551,50.5,58.1,15.2,10.8,.520,13.3,31.1,.248,2024
James Madison,36,32,4,.889,8.19,-3.75,,15,3,,14,1,,12,2,,2995,2506,,71.6,115.0,.342,.378,.572,53.2,53.8,12.5,8.3,.544,13.0,32.5,.240,2024
Kansas,34,23,11,.676,16.35,11.32,,10,8,,15,1,,3,7,,2569,2376,,69.9,107.7,.320,.298,.567,51.7,67.4,10.2,11.0,.538,14.9,25.7,.231,2024
Kentucky,33,23,10,.697,16.79,7.46,,13,5,,14,4,,7,3,,2938,2630,,73.9,119.2,.304,.375,.602,50.5,54.9,10.1,16.2,.572,12.6,28.9,.235,2024
Long Beach State,36,21,15,.583,-1.19,-1.19,,10,10,,8,5,,9,7,,2786,2735,,72.9,105.4,.382,.285,.527,52.0,55.4,10.8,12.2,.487,14.7,33.3,.271,2024
Longwood,35,21,14,.600,-2.04,-4.76,,6,10,,13,3,,6,10,,2615,2396,,67.9,108.5,.392,.287,.537,56.3,47.9,10.1,7.7,.502,15.4,38.3,.269,2024
Marquette,37,27,10,.730,19.27,11.02,,14,6,,14,2,,7,5,,2888,2583,,69.4,112.0,.255,.411,.571,47.8,54.5,12.3,10.6,.550,12.7,25.7,.180,2024
McNeese,34,30,4,.882,6.42,-6.81,,17,1,,18,0,,11,3,,2719,2116,,67.6,118.3,.373,.336,.578,52.2,52.0,15.2,12.1,.552,12.3,33.5,.258,2024
Michigan State,35,20,15,.571,17.72,10.89,,10,10,,14,4,,3,7,,2551,2312,,66.4,109.4,.293,.304,.544,50.8,58.8,10.6,11.7,.516,13.0,29.8,.207,2024
Mississippi State,35,21,14,.600,14.19,9.16,,8,10,,11,4,,2,8,,2593,2417,,68.7,107.5,.374,.385,.543,53.9,53.5,11.8,9.0,.514,16.0,35.4,.251,2024
Montana State,35,17,18,.486,-5.34,-4.46,,9,9,,10,7,,4,10,,2635,2606,,69.7,106.4,.296,.429,.574,46.4,49.2,11.7,6.4,.547,15.1,20.8,.216,2024
Morehead State,35,26,9,.743,0.51,-5.52,,14,4,,14,1,,9,7,,2635,2220,,66.2,113.7,.293,.451,.572,56.1,55.7,8.9,11.9,.548,15.2,35.3,.207,2024
NC State,41,26,15,.634,12.81,8.93,,9,11,,12,5,,4,7,,3101,2942,,68.5,109.1,.320,.333,.542,49.4,48.0,10.5,9.7,.507,12.1,28.1,.234,2024
Nebraska,34,23,11,.676,14.36,7.53,,12,8,,18,1,,3,8,,2643,2411,,69.4,110.8,.326,.443,.567,50.2,57.1,9.0,7.1,.531,13.9,27.6,.248,2024
Nevada,34,26,8,.765,12.85,4.58,,13,5,,15,2,,8,3,,2582,2276,,66.9,113.0,.443,.336,.573,51.3,58.0,9.4,11.0,.535,13.2,27.6,.319,2024
New Mexico,36,26,10,.722,15.04,5.38,,10,8,,13,3,,5,6,,2916,2545,,72.5,111.7,.331,.303,.538,52.8,49.1,12.0,13.2,.505,11.7,33.4,.234,2024
North Carolina,37,29,8,.784,21.36,9.90,,17,3,,14,1,,8,2,,3032,2608,,71.3,114.6,.362,.361,.557,54.9,51.2,8.1,10.3,.515,12.0,33.0,.275,2024
Northwestern,34,22,12,.647,12.77,8.50,,12,8,,15,2,,4,7,,2493,2348,,64.8,111.2,.292,.364,.558,48.4,59.4,10.7,9.5,.526,11.8,25.7,.220,2024
Oakland,36,24,12,.667,2.02,-1.24,,15,5,,10,3,,9,7,,2751,2634,,68.0,110.5,.308,.413,.554,50.9,54.0,9.5,7.8,.519,13.8,30.4,.231,2024
Oregon,36,24,12,.667,12.22,8.91,,12,8,,13,3,,6,5,,2721,2602,,68.3,109.6,.320,.363,.551,50.3,50.6,10.4,10.1,.519,12.9,28.6,.230,2024
Purdue,39,34,5,.872,24.93,11.60,,17,3,,16,0,,7,3,,3211,2691,,68.3,119.5,.413,.347,.591,58.0,64.9,7.9,9.3,.558,14.0,37.7,.297,2024
Saint Mary's,34,26,8,.765,16.31,3.46,,15,1,,14,4,,9,0,,2516,2013,,63.8,115.2,.285,.365,.552,58.8,58.8,10.2,10.3,.531,13.2,39.4,.192,2024
Saint Peter's,33,19,14,.576,-4.58,-5.33,,12,8,,8,5,,8,8,,2140,2113,,65.4,98.8,.390,.322,.493,51.2,48.6,10.8,12.4,.446,16.0,34.5,.278,2024
Samford,35,29,6,.829,6.32,-3.23,,15,3,,18,0,,8,5,,3012,2607,,74.4,115.7,.355,.413,.599,49.9,58.7,13.3,10.5,.571,15.3,30.6,.257,2024
San Diego State,37,26,11,.703,14.68,8.37,,11,7,,14,1,,6,8,,2742,2467,,67.0,108.7,.362,.379,.540,52.9,50.4,10.9,11.9,.500,14.0,33.2,.265,2024
South Carolina,34,26,8,.765,10.98,6.48,,13,5,,14,3,,8,3,,2450,2297,,64.8,110.4,.318,.411,.540,52.1,60.6,7.3,8.2,.509,13.2,32.8,.226,2024
South Dakota State,35,22,13,.629,0.52,-2.70,,12,4,,11,3,,6,5,,2675,2490,,68.6,110.7,.292,.406,.579,51.4,46.1,8.8,10.2,.555,14.6,25.1,.207,2024
Stetson,35,22,13,.629,-5.09,-3.24,,11,5,,14,2,,6,10,,2687,2566,,67.5,113.4,.302,.417,.572,50.0,48.9,7.9,8.0,.539,13.6,29.1,.231,2024
Tennessee,36,27,9,.750,21.81,10.42,,14,4,,14,2,,8,3,,2836,2426,,70.3,112.1,.337,.412,.550,52.4,61.3,11.1,13.5,.511,12.5,32.2,.253,2024
Texas,34,21,13,.618,15.91,9.41,,9,9,,14,4,,4,6,,2563,2342,,68.2,110.1,.302,.348,.564,50.4,54.9,10.5,11.4,.530,14.7,29.9,.228,2024
Texas A&M,36,21,15,.583,13.35,9.32,,9,9,,10,5,,6,6,,2736,2591,,67.8,111.4,.386,.377,.502,56.0,44.5,10.2,9.4,.457,11.3,42.3,.273,2024
Texas Christian,34,21,13,.618,14.62,7.32,,9,9,,12,4,,6,5,,2687,2439,,70.6,110.3,.350,.303,.551,53.4,59.6,12.5,10.2,.515,15.2,35.9,.256,2024
Texas Tech,34,23,11,.676,14.96,9.28,,11,7,,15,2,,4,6,,2561,2368,,67.2,111.7,.342,.414,.567,50.9,57.1,8.9,7.0,.526,14.3,30.3,.267,2024
UAB,35,23,12,.657,5.14,3.73,,12,6,,12,5,,7,5,,2711,2627,,68.7,111.2,.400,.316,.546,52.2,50.5,9.7,11.8,.501,14.1,35.5,.298,2024
Utah State,35,28,7,.800,11.56,5.29,,14,4,,14,1,,8,4,,2788,2497,,69.3,113.4,.385,.333,.579,52.0,57.3,9.7,11.3,.546,13.8,28.6,.277,2024
Vermont,35,28,7,.800,2.78,-3.31,,15,1,,16,1,,10,4,,2506,2205,,65.4,109.1,.286,.443,.557,50.6,53.1,9.0,10.7,.530,12.5,23.1,.205,2024
Virginia,34,23,11,.676,10.45,7.31,,13,7,,15,2,,5,6,,2140,2033,,61.2,101.7,.253,.326,.506,48.4,63.0,11.4,15.5,.486,11.5,25.6,.161,2024
Wagner,33,17,16,.515,-10.64,-8.58,,7,9,,7,5,,9,10,,2103,2083,,63.0,100.0,.259,.380,.489,50.4,55.5,9.3,7.2,.458,13.2,30.0,.182,2024
Washington State,35,25,10,.714,14.02,7.19,,14,6,,15,2,,6,4,,2574,2335,,66.4,109.9,.316,.322,.547,54.3,45.9,7.7,12.6,.518,14.0,32.9,.222,2024
Western Kentucky,34,22,12,.647,1.19,-2.91,,8,8,,12,2,,6,7,,2728,2531,,76.0,105.6,.327,.321,.552,52.2,45.6,10.1,8.7,.520,16.0,29.0,.235,2024
Wisconsin,36,22,14,.611,16.01,11.35,,11,9,,14,3,,3,9,,2688,2520,,66.0,112.0,.338,.355,.560,52.4,48.1,9.3,4.6,.522,13.0,30.2,.255,2024
Yale,33,23,10,.697,4.63,0.41,,11,3,,9,2,,9,6,,2465,2226,,66.1,111.2,.277,.349,.553,52.8,53.9,9.2,9.6,.528,12.4,28.9,.196,2024
Akron,35,28,7,.800,3.22,-3.75,,17,1,,16,0,,8,4,,2941,2627,,72.5,115.4,.261,.459,.579,52.3,58.6,10.5,9.8,.552,14.0,32.7,.197,2025
Alabama,37,28,9,.757,25.54,16.14,,13,5,,12,3,,9,3,,3355,3007,,76.0,118.5,.393,.466,.596,53.5,55.4,8.1,10.1,.566,14.3,33.7,.283,2025
Alabama State,36,20,16,.556,-8.99,-8.19,,12,6,,8,3,,6,10,,2630,2607,,69.5,104.7,.290,.427,.505,47.7,45.1,11.4,8.2,.475,11.1,28.7,.199,2025
American,35,22,13,.629,-7.64,-6.85,,13,5,,14,2,,5,10,,2406,2370,,64.4,105.2,.299,.454,.556,48.4,52.5,10.0,5.5,.523,15.2,24.5,.226,2025
Arizona,37,24,13,.649,22.94,13.72,,14,6,,13,3,,6,5,,3052,2711,,70.4,116.3,.358,.347,.575,55.0,55.6,10.6,12.1,.533,13.7,36.0,.280,2025
Arkansas,36,22,14,.611,17.09,11.70,,8,10,,14,4,,4,6,,2765,2571,,70.3,108.5,.356,.366,.559,50.1,52.1,10.6,15.0,.522,14.3,28.1,.263,2025
Auburn,38,32,6,.842,28.68,15.13,,15,3,,13,2,,8,2,,3153,2638,,69.2,119.6,.339,.408,.579,52.7,54.9,9.9,15.8,.549,11.7,34.2,.247,2025
Baylor,35,20,15,.571,18.77,13.86,,10,10,,13,3,,3,9,,2664,2443,,65.8,113.6,.301,.398,.548,52.5,53.3,11.3,8.6,.514,13.5,36.6,.225,2025
Brigham Young,36,26,10,.722,19.07,10.21,,14,6,,15,2,,6,5,,2931,2612,,68.1,117.6,.304,.476,.592,54.3,59.6,10.3,10.0,.570,14.9,33.7,.217,2025
Bryant,35,23,12,.657,-1.99,-6.93,,14,2,,12,3,,10,7,,2862,2598,,73.4,111.0,.293,.353,.545,52.9,49.5,9.0,14.4,.516,13.7,34.5,.210,2025
Clemson,34,27,7,.794,17.81,7.51,,18,2,,15,2,,9,3,,2586,2236,,65.0,114.4,.283,.388,.566,52.0,52.0,11.2,10.0,.534,13.6,33.7,.218,2025
Colorado State,36,26,10,.722,13.94,6.05,,16,4,,14,2,,7,4,,2707,2423,,66.3,112.3,.316,.428,.590,52.3,62.3,7.7,7.9,.555,15.3,27.0,.245,2025
Connecticut,35,24,11,.686,17.87,8.87,,14,6,,14,2,,7,4,,2696,2381,,64.6,117.6,.308,.427,.586,54.6,63.5,8.3,17.5,.550,14.5,35.5,.244,2025
Creighton,36,25,11,.694,16.49,11.04,,15,5,,15,2,,6,5,,2717,2521,,67.7,110.7,.286,.489,.586,52.2,63.1,5.3,10.5,.561,16.0,26.4,.208,2025
Drake,35,31,4,.886,9.60,1.27,,17,3,,14,2,,10,1,,2444,2062,,60.2,114.0,.423,.366,.578,54.9,56.0,14.6,8.5,.547,15.5,35.5,.296,2025
Duke,39,35,4,.897,30.72,10.26,,19,1,,17,0,,10,1,,3246,2448,,66.6,125.0,.329,.446,.613,55.2,58.6,10.1,10.9,.579,12.1,34.0,.260,2025
Florida,40,36,4,.900,27.78,12.60,,14,4,,15,1,,7,3,,3391,2784,,70.6,120.1,.349,.437,.580,55.6,52.4,10.5,11.7,.549,13.2,38.5,.254,2025
Georgia,33,20,13,.606,16.36,10.94,,8,10,,15,3,,3,7,,2486,2307,,68.6,109.8,.401,.370,.558,52.8,47.8,11.3,14.5,.521,16.1,36.0,.288,2025
Gonzaga,35,26,9,.743,23.75,7.27,,14,4,,13,2,,8,2,,3024,2447,,70.4,121.5,.307,.336,.597,53.8,62.4,10.5,8.3,.560,11.6,32.5,.246,2025
Grand Canyon,34,26,8,.765,4.97,-2.63,,13,3,,16,1,,5,4,,2661,2362,,72.5,107.5,.439,.341,.554,52.5,51.8,12.6,13.2,.509,15.7,32.6,.321,2025
High Point,35,29,6,.829,5.30,-5.19,,14,2,,16,1,,7,3,,2858,2413,,67.1,121.3,.367,.393,.599,53.7,45.4,9.1,7.8,.564,13.2,35.0,.280,2025
Houston,40,35,5,.875,28.45,13.45,,19,1,,16,1,,10,0,,2946,2346,,62.4,116.2,.272,.347,.547,53.9,45.1,12.2,15.8,.517,11.8,36.9,.201,2025
Illinois,35,22,13,.629,21.59,12.79,,12,8,,13,4,,5,5,,2927,2619,,72.3,114.8,.344,.472,.563,56.0,51.7,5.9,9.2,.524,13.6,35.8,.262,2025
Iowa State,35,25,10,.714,22.33,10.33,,13,7,,15,2,,6,5,,2812,2392,,69.4,114.1,.379,.368,.586,53.0,53.4,13.2,10.1,.549,14.9,32.2,.285,2025
Kansas,34,21,13,.618,20.09,13.56,,11,9,,14,3,,4,8,,2587,2365,,69.2,108.7,.244,.341,.554,52.6,61.2,8.9,12.9,.531,14.7,30.5,.175,2025
Kentucky,36,24,12,.667,21.26,14.04,,10,8,,15,3,,4,6,,3040,2780,,72.2,116.5,.352,.412,.589,51.9,57.0,9.5,11.4,.559,13.2,28.2,.257,2025
Liberty,35,28,7,.800,7.42,-0.99,,13,5,,12,3,,9,2,,2655,2219,,67.1,112.7,.288,.489,.596,48.9,61.4,9.8,7.8,.583,13.7,20.7,.190,2025
Lipscomb,35,25,10,.714,4.39,-4.43,,14,4,,15,3,,10,6,,2752,2371,,68.0,115.2,.305,.474,.591,51.1,55.3,10.1,7.8,.555,12.8,25.4,.242,2025
Louisville,35,27,8,.771,18.49,9.49,,18,2,,14,3,,9,2,,2747,2432,,69.0,113.3,.337,.478,.567,52.7,51.3,9.2,8.1,.532,14.0,31.9,.251,2025
Marquette,34,23,11,.676,18.19,10.37,,13,7,,14,3,,7,6,,2603,2337,,68.1,111.6,.259,.464,.546,48.7,49.5,13.1,10.7,.520,11.8,30.0,.187,2025
Maryland,36,27,9,.750,23.33,9.41,,14,6,,17,2,,5,5,,2919,2418,,70.4,114.8,.331,.354,.570,51.7,49.1,11.2,11.8,.536,12.4,30.7,.248,2025
McNeese,35,28,7,.800,9.14,-1.05,,19,1,,13,1,,10,2,,2680,2256,,66.4,115.3,.349,.368,.569,52.3,50.8,13.6,11.6,.542,13.9,34.9,.243,2025
Memphis,35,29,6,.829,12.15,5.66,,16,2,,13,2,,11,2,,2795,2568,,71.2,111.0,.393,.333,.567,52.1,51.5,10.8,13.3,.535,16.5,35.3,.276,2025
Michigan,37,27,10,.730,20.21,13.69,,14,6,,13,3,,7,3,,2885,2644,,70.7,109.5,.357,.420,.571,53.0,58.0,7.5,9.5,.538,17.0,33.2,.260,2025
Michigan State,37,30,7,.811,22.43,11.89,,17,3,,15,1,,8,2,,2874,2484,,69.0,112.3,.377,.329,.556,56.3,61.1,7.7,13.2,.509,14.0,35.3,.294,2025
Mississippi,36,24,12,.667,18.28,12.80,,10,8,,13,3,,5,6,,2779,2582,,69.2,110.8,.353,.400,.552,47.1,53.2,12.6,11.8,.514,11.4,25.5,.260,2025
Mississippi State,34,21,13,.618,17.14,11.79,,8,10,,10,5,,6,5,,2704,2522,,69.6,113.0,.315,.427,.548,51.5,53.2,13.0,13.8,.519,12.9,33.9,.221,2025
Missouri,34,22,12,.647,19.49,9.49,,10,8,,18,2,,3,7,,2844,2504,,69.8,119.4,.471,.414,.596,50.9,49.7,13.4,7.3,.558,13.4,33.5,.344,2025
Montana,35,25,10,.714,-1.45,-1.60,,15,3,,15,1,,7,8,,2680,2565,,68.0,112.3,.349,.370,.594,49.2,49.2,9.2,8.4,.565,14.4,23.7,.256,2025
Mount St. Mary's,36,23,13,.639,-7.91,-6.48,,12,8,,10,4,,9,8,,2524,2538,,68.0,101.7,.311,.411,.546,52.9,60.4,8.7,8.2,.512,18.9,30.9,.229,2025
New Mexico,35,27,8,.771,15.20,6.52,,17,3,,16,1,,7,4,,2819,2472,,72.8,109.9,.367,.319,.546,52.5,51.6,11.9,13.9,.515,13.4,31.7,.253,2025
Norfolk State,35,24,11,.686,-3.72,-6.65,,11,3,,11,1,,8,9,,2696,2440,,68.2,112.2,.383,.286,.575,51.5,50.0,10.2,9.1,.535,15.6,32.9,.290,2025
North Carolina,37,23,14,.622,17.27,11.22,,13,7,,12,3,,6,6,,2987,2763,,70.7,113.4,.348,.372,.575,52.1,51.7,8.4,9.6,.541,13.3,29.1,.257,2025
Oklahoma,34,20,14,.588,14.86,11.22,,6,12,,12,5,,2,7,,2661,2537,,69.9,112.0,.399,.416,.591,48.3,51.6,11.2,6.8,.544,15.4,26.6,.317,2025
Omaha,35,22,13,.629,-1.61,-2.43,,13,3,,11,2,,7,9,,2707,2634,,69.1,112.0,.363,.394,.563,52.0,49.4,8.6,7.4,.529,13.6,29.7,.262,2025
Oregon,35,25,10,.714,18.00,12.32,,12,8,,12,4,,7,4,,2679,2480,,68.7,110.2,.330,.383,.562,51.5,52.9,10.3,9.9,.525,14.2,30.5,.250,2025
Purdue,36,24,12,.667,20.80,13.91,,13,7,,14,2,,5,6,,2781,2533,,66.2,116.8,.346,.384,.589,51.7,58.3,9.7,5.1,.559,13.7,31.8,.254,2025
Robert Morris,35,26,9,.743,0.40,-4.92,,15,5,,16,2,,8,6,,2694,2485,,68.8,109.8,.375,.366,.550,53.4,60.2,9.1,12.1,.513,15.6,35.5,.270,2025
Saint Francis (PA),34,16,18,.471,-12.76,-7.41,,8,8,,10,4,,6,13,,2415,2433,,67.1,104.0,.233,.421,.557,49.7,53.7,9.1,7.3,.534,16.9,26.1,.169,2025
Saint Mary's,35,29,6,.829,17.43,6.46,,17,1,,16,1,,9,1,,2551,2138,,63.7,113.6,.309,.334,.533,57.5,56.3,9.5,10.6,.504,12.4,39.8,.215,2025
San Diego State,31,21,10,.677,12.77,8.14,,14,6,,12,3,,6,4,,2194,2004,,66.4,105.8,.317,.402,.535,49.8,51.2,11.4,18.6,.509,14.2,29.6,.210,2025
SIU Edwardsville,34,22,12,.647,-6.12,-7.44,,13,7,,12,3,,7,8,,2436,2260,,67.7,105.0,.323,.368,.520,51.5,52.9,9.7,11.5,.492,14.2,31.9,.216,2025
St. John's (NY),36,31,5,.861,21.25,8.56,,18,2,,18,0,,8,2,,2825,2368,,70.1,110.3,.303,.310,.522,53.7,53.6,12.5,14.9,.492,12.6,37.9,.210,2025
Tennessee,38,30,8,.789,24.20,13.25,,12,6,,16,1,,6,5,,2813,2397,,64.9,114.0,.355,.434,.563,53.5,60.6,10.7,15.1,.525,13.7,35.6,.265,2025
Texas,35,19,16,.543,15.65,9.79,,6,12,,11,7,,4,6,,2747,2542,,68.4,113.1,.368,.353,.566,50.7,47.3,9.0,11.6,.526,12.5,29.7,.275,2025
Texas A&M,34,23,11,.676,19.30,13.39,,11,7,,13,3,,5,5,,2537,2336,,67.8,109.2,.413,.377,.517,55.9,47.4,11.1,13.5,.476,14.4,41.4,.286,2025
Texas Tech,37,28,9,.757,23.05,10.62,,15,5,,15,3,,8,2,,2993,2533,,66.5,119.5,.292,.445,.578,53.1,57.2,9.3,8.3,.547,12.1,34.2,.222,2025
Troy,34,23,11,.676,3.55,-2.10,,13,5,,11,4,,9,6,,2495,2235,,67.5,108.7,.379,.449,.541,53.8,55.6,14.0,12.9,.502,16.6,39.0,.272,2025
UC San Diego,35,30,5,.857,12.63,-1.92,,18,2,,13,2,,12,2,,2777,2163,,67.4,117.7,.322,.503,.585,49.7,57.7,14.6,7.1,.555,11.4,26.7,.240,2025
UCLA,34,23,11,.676,19.68,10.71,,13,7,,15,2,,5,5,,2522,2217,,66.2,112.0,.323,.365,.558,50.9,61.1,12.2,11.0,.528,13.7,32.7,.230,2025
UNC Wilmington,35,27,8,.771,2.36,-3.95,,14,4,,15,3,,9,4,,2771,2459,,67.4,116.2,.370,.367,.570,55.0,55.4,9.4,10.3,.531,13.7,36.5,.278,2025
Utah State,34,26,8,.765,13.56,5.35,,15,5,,15,2,,7,4,,2716,2381,,67.2,118.8,.369,.427,.587,52.1,61.2,12.7,9.0,.560,13.6,34.9,.259,2025
Vanderbilt,33,20,13,.606,14.66,10.05,,8,10,,14,3,,3,7,,2604,2452,,69.8,112.6,.334,.404,.552,50.0,50.2,12.8,11.2,.515,12.5,31.6,.249,2025
Virginia Commonwealth,35,28,7,.800,14.45,1.30,,15,3,,15,1,,7,3,,2693,2201,,66.6,115.1,.321,.480,.560,53.3,56.4,12.0,15.3,.526,14.1,36.9,.239,2025
Wisconsin,37,27,10,.730,20.73,11.49,,13,7,,14,3,,6,5,,2964,2622,,68.7,116.3,.342,.482,.584,51.7,54.2,7.5,6.3,.538,12.3,28.0,.282,2025
Wofford,35,19,16,.543,-0.13,-2.34,,10,8,,7,6,,8,8,,2623,2451,,65.2,114.1,.303,.480,.554,55.4,56.0,9.1,8.6,.534,13.9,36.9,.200,2025
Xavier,34,22,12,.647,15.25,8.72,,13,7,,15,2,,5,7,,2656,2434,,69.4,111.7,.367,.376,.584,50.4,62.8,11.1,6.9,.541,14.0,24.4,.289,2025
Yale,30,22,8,.733,6.66,-3.10,,13,1,,11,0,,7,6,,2439,2102,,69.0,117.9,.313,.323,.580,54.8,54.9,8.4,11.7,.552,12.6,33.0,.228,2025
